mapping of software product manager to scrum master is imho not correct some misunderstanding by introduction of scrum eg customer is not a part of the scrum teampreparing of a part of an university course by a bachelor of computer science	1
trying to cover many subjects and diving deep into less interesting areasthe lectures themselves are very clear and easy to understand accompanies with good decks	2
wonderful course especially for nonfinance professionals very friendly in learning take enough time out to go and deeply understand the terms and concepts explained this will provide a good headstart cheers vaidya nathan sir you are amazing gotta meet you some time	3
this course is too basic and superficial i think already high school students can figure out the tips by themselves	1
i expected more practical exercises but i did learn some	1
great course they feed us in small morsels and you can stop the video and write some code yourself	4
i havent applied for a certificate but i really enjoyed the lessons the course is clearly structured and the videos are very well done	4
great lessons with very explained materialthe major downside for this course is the terrible sound quality it just cant be heard with regular speakers you have to hear it with earspeakers and it still not that great	3
great contents as the rest of the courses in the specialization im afraid i need to be a little bit critical with this one though the contents are really jammed into  weeks  the last weeks contents are actually some kind of miscellany between mongoose https authentication and baas not a single quiz or selfevaluation of sorts along the course  to be completely fair the exercises shown along the way might make up for it still i think its important to spread some quizes around so as to make absorb the concepts more effectively the quality of the presentations is somewhat lower than other courses theres even a video towards the end of the course where a linkedin notification springs up on top which even makes the presenter pause for a few secondsdont get me wrong i really enjoyed this course and definitely appreciate the effort put into it  given the newly introduced coursera fees id expect much more quality in place to make it  buckworth though	2
boring	0
autograding would have been a better option in this course	3
it has a lot of problems including not so many lectures about excel itself  most of the time you will be watching videos about statistic methods the lectures are very superficial even though the quizzes and projects demand a lot of knowledge and time the course seems to have a staff of one man the professor of the course rarely replies even though he did at the beginning of the session and all the work seems to be done by his assistant who tries his best but ends up not coping with all the questions asked at the discussion forums	1
good practical materials which help to better understand the theories from previous courses	3
too uscentric very strange concept of nonmonetary benefits it very common to forgo cash remuneration for nonmonetary benefits mainly for tax advantages which was largely ignored in this course	0
interesting concepts and introduction to the specialization but i wish the lectures were more natural and energetic	2
excellent and very useful course for all business professionals	4
colleen van lent phd courses have been the best courses i have taken and the first i have completed her classes offer you what you need and are practical in actually learning the subject matter ive taken several other classes on the same topics and have not gotten as far or learned as much	4
too high level the course is	1
wonderful course on research principles and the creation of reproducible r reports with knitr	4
there is a lot of selfteaching with these courses because there are no professors present to reach out to with questions in addition the course staff do not always respond promptly nor are they fully knowledgeable about all aspects of error messages that may arise out of coding at times the code that were provided in the lecture videos were out of date and a lot of time was spent on googling to find the updated code this is definitely not a beginner coder course and i do not recommend it to anyone who has not coded before	2
i drop at the beginning of the javascript before javascript everything is good after javascript what are they talking about	0
this course was an excellent way to begin immersing myself into the specialization i am new to this field but can imagine myself using much of my printed out material as future reference	4
the course has given me great insight in how best to motivate my team as well as understand what would motivate me	3
good material and practical ideas for the daytoday use at work	2
i felt the initial splash screen was a bit time consuming also lot of the knowledge felt like more bookish could have been different styles of management and approaches or even how leaders in the past like dale carneige would have approached this course has a lot of potential and i feel revising the next version would make it so much better for novice program managers	1
very nice introduction to databases and data warehouses the lectures are not very engaging the plus is there are practical assignments for every week where you learn the most first you submit your own solution and then you provide feedback to your peers i like the format of the assignments what i dislike giving  stars instead of  is difficulty in setting up the environment for assignments to complete  it took me longer just to properly install the software needed for assignments  and  than to work out the assignments the lectures could be also improved	3
i advice not to take this coursewhy the professor is never there to read your assignments he leaves that totally to other students like yourself to grade your written assignments and they do not read and give you a random grade in  secondsdont take it you will waste sooo much time on this one	0
this is a an important topic and more scientists and students in the sciences should learn about this but the quizzes are not great as a learning aid and my motivation is running through lows	2
it was good experience to enhance my knowledge	3
excellent course must be for all people interested in expertising this domain	4
week  and  lectures are robotic  most material taken directly from the internet it is just a form of regurgitation of online articles from strategy consulting firms with quizs artificially made more difficult with cheap word plays the lecturer for week  and week  should resign with immediate effect and find a job at a school for lower class students where she can continue to brag about her industry expertise without being so irritating definitely not ie business school material 	1
really interesting subject presented in an entertaining way	3
sorry for my englishso many people looking forward to take this course and was very cold robotic full of theoretical and repetitive texts	1
this is a great course with tons of valuable info the peerreview projects are very handson and you learn a lot by doing that however i wish there were more explanations for certain things for example for the experiments section  or at least more resources to get further info also for assignment  it would have been very helpful to have the answer key since there is some confusion around some of the answers	3
challenging but i learned a lot	3
wonderful course the professor is teaching in a good manner and clarifies every single detail the curse is entertaining and useful thank you	4
great explanation i am very satisfied	4
didnt find it very interesting because of language interpretation issues the content was good though	1
i wanted this course to focus specifically on strategies for engaging young readers but it did not additionally the method of assignment sharing is a file uploaddownload dropbox i had fully intended to participate until i saw that as a mooc i realize that there could be any number of individuals registering for this course using false information and uploading nefarious scripts that could hijack my computer should i download something from here no thanks coursera epic fail	1
teacher doesnt teach what is on the quizzes _	1
this class is very easy it is a decent introduction but has very little content it is clearly made to be accessible to people from all around the world and takes the content very slowly the test questions ask you to recite information from the video lectures and reading rather than thinking critically it seems like they are just trying to make sure you watchedread the content and understood it rather than making sure you acquired the knowledge i guess it would be hard to grade essay questions in a class this big but the content could go a little faster	2
its a good class and i learned a lot the learning curve shoots up exponentially around the fourth week i could see this course being perfect if broken down into two classes	2
great course	4
pretty bad as far as i am conerned i spent two days clicking back and forth and listening to a lot of talk that taught me nothing sorry about that but there are better courses on the internet than this one	0
great start to the tools	3
the course is too superficial it isnt worth the mo	1
good topics just poorly structured i found the exercises easier than the previous module but the lectures were worse i ended up watching  lecture on week  and again on week   none of the other lecture content was relevant to the exercises would have loved a decent explanation of a monad and their usages but it really felt out of place in this course no exercises on monadsafter completing the first two courses i dont feel like i would bother with the next ones the course content is far to academic and i would get far more from a book	2
good overview of topic videos well presented poorly worded quizzes refers you to outside site where they want you to pay to access further material regarding actual fraud stories that they tease with a part of the story each week	3
 stars because the theoretical part is ok but programming assignments are waste of time im not here and paid to be trained to use something the instructor is trying to sell nor will i ever recommend this product for commercial use i will switch to other not recommended packages in the later parts of this specializationthey should put the disclaimer for graphlab create in the specialization page so people can be aware of thisbesides the sound of that giraffe toy is really really annoying	1
very informative course totally worth the time investment	4
i think that it would be a good idea to improve the grader release more informative assignment information take a look at the algorithms course for example and lecture materials in pdf format	0
very helpful frameworks delivered in a great way could be made better still by more in the way of materials and assignments to engage with quizzes are fine but dont allow the thought engagement of case studies one can work through even if ungraded	3
amazing course i would recommend it to be taken by all thank you for providing such an awesome and useful course thanks a ton	4
there is much to praise nice mapwork a steady and organized march through time and some interesting case studies i especially enjoyed the lecture on henry adamshowever the title is a complete misnomer as the course is regrettably white bread history i found the approach stale and westerncentric as the content actually covers western europe and the stretch of its influence through the time period i also found myself questioning the veracity of many conclusions as the lecture often had difficulty citing more than a couple specific points of evidence for his arguments	2
thank you for the interesting courseone thing that this course lacks in my opinion is the division of the lecture material in smaller parts it is easier to proceed when the videos are about  minutes long than  you can always stop in between those parts without the need to remember the last minute of the video you watched and also to feel closure since the part has been checked as completedthanks again i wish your course improves and stays successful	3
i loved this instructor she is very knowledgeable and articulates the terms and methods well	4
not useful learned very little from it	1
too expensive for such a simple course	0
ive taken several statistics data science and r courses this is one of the worst i took others advice and i also strongly suggest looking to other sources to learn statistical inference before taking this course khan academy datacamp udacity duke coursera and columbia edx all have great courses though they vary in depth each leaves you with a good understanding of the concepts they teach	0
in my opinion this course was way too theoretical i wish we had more examples and practical exercises after four courses in a row i was expecting much more skills rather than theoretical discussions all the way long	2
the sequence of the learning movie are not good and some times while teaching the the movie is endedbesides rather than educational material this course refer to several website	0
professor harris does a good job overall but he does not explain python syntax in depth i audited the course and found it quite simple however i recommend a paid subscription to get the most out of it	2
bad audio qualitypoor presentationnot for professional developers perhaps can be fine for beginners	0
i learned this machine learning course this is my second course about machine learningpros  mathematical backgrounds are well introduced if their proof is quite long the proof is omitted  this course provides chance to construct major machine learning formulas using matlaboctave  resources offered at last seem to be very useful to deepen my study on machine learning i am going to use the references as a compasscons  audio quality is poor as an english learner as a second language this makes me spend more time to capture the meaning of speech 	3
for what you pay for this course is not worth it while i was able to follow the lectures the material is very introductory and i was hoping to learn more the lectures are really short in duration and the quizzes arent challenging i feel that pricing of this specialization is purely due to the brand name of wharton please improve this specialization to encompass more depth in the course material or lower the price	1
the course is useful and very clear for beginners it aims to explain what is the type of reasoning behind the programmingthanks	4
ive already written a review for part  and i have the same opinion about this one the course is rather poor and not challenging only general information about relevant topics that as well read on wikipedia no exercises no code assignments a lot of this content was repeated from first two parts of this specialization	0
this course takes an alternate approach to understanding modern art moving it away from categories based on the time period in which art was made or what school the artist was part of and instead groups art work by theme i really enjoyed all the pieces i encountered and felt like i had a somewhat better understanding of modern art after taking this course	2
there are steps that are missing at times which require you to scour for help there are also quirks that arent mentioned that other students have to point out unaddressed questions in the discussion board required escalation feels rushed and its hard to learn for a beginner feels like youre just going through the motions and copy and pasting code	1
reasonably good but less structured and organized that the first coursei hope the next one will be better on this aspect	2
con i feel i spent most of the time learning graphlab suggest replace it with standard python as the standard tool for this class provide any needed additional code in standard python course is better in the front end than in the back end week  is significantly more involved than previous weeks suggest divide week  into two sessions neural network and nearest neighbor applying neural network results imagenet  was mentioned and not explained therefore the nearest neighbor homework assignment from the students perspective does not have much to do with neural network other than using the results from imagenet  which was not explained in any detail anyway this will allow more time to delve into the forward and backward propagation which should have been explained in more details home assignments are not best worded especially homework assignment for week  suggest reword in shorter statements that are more to the point programming presentation and assignments can seem like exercise in graphlab and sframe functions rather than machine learningpro class presentation by professor fox on recommender system is detailed and clear classifier block diagram shown by professor guestrin is good clearly distinguishing training the classifier and the subsequent use of the classification prediction neural network quiz in week  is excellent it drills down on the multidimensional space that neural network is particularly good for	1
it is a kind of introduction course as it was mentioned on course info however it is very basicif there would be follow up courses about the same topic it is a good start otherwise that is not a learning based lecturethank you for your understandingdeniz ozalp	1
the course material was interesting but the total lack of support forces me to give it only one star i left the following complaint in the general forum for this course  months ago neither coursera the instructor or any moderator ever responded many people were not able to run the software supplied in the course because of bugs but the solution was left to the student i have taken good courses on line before but this is not one of themit seems that the dr tucker balch andor the moderators have totally abandoned this course but coursera keeps offering it and collecting moneythe neither instructor or nor the moderators have posted on the meet and greet forumthe instructor andor moderators have answered no questions posted on any forumthe qstk software bugs have not been addressed by the instructor or the moderators only students have answered these forum questionscomputational investing part ii is coming shortly that is what they said  years ago further evidence of abandonment	0
its a fail	0
dr hare speaks really clearly and with a lot of enthusiasm the information the course brings is really interesting and kind of unexpected i really enjoyed it	4
i really learned many things in this course it will surely help beginning teachers start their year with a bang and will be able to end their year with an explosion that will help themselves and their learners bring out the best and will be able to have a year of meaningful and productive school year	4
i learnt a lot in this class it was always something i wanted to accomplish i learnt that you must have a lot of memory and hard drive space on your pc to run the emulator i also think that the new studio android studio is better than eclipse i loved the forums because they solved most of the problems i had i would like the instructors and mentors to answer questions in a timely manner	3
another great social norms social change online course	3
this course is very useful and practicable despite of some obvious things at the beginning and not very useful additional videos i have already started to apply the knowledge i received during this wonderful course and i will certainly pass this knowledge to my relatives and friends to enhance their ability to learn and be smarter thank you very much barbara and teren thank you very much entire team who took part in organization of the course and definitely big thank you to coursera for such marvelous opportunities in online studying	4
you are great thank you 	4
very very difficult quizzes are quite easy to accomplish but the practical takeaway from each week is small i would have preferred if the course focused on getting the resultsdata and keeping the statistical analysis to a few most common areastoo academic more focus on practice use	1
this is an awesome course and i really enjoy learning python	4
good course for understanding the basics of project management good teacher and good materials	3
this was much less about the development of games as it was an intro to unity furthermore the assignments werent graded on a timely basis which left very room to collaborate and refine overall i felt like i learned to follow a few basic things about unity nothing more	1
well structured easy to follow	4
excelent and advanced explications thanks a lot	4
good course if you do not have any idea about big data and the technology used	2
this was a good introduction to the principles and concepts of project management i completed this course as part of professional development for my current job and learned some good terminology and best practices if you have experience with project management or want to learn more advanced concepts i imagine this course would not be for you if youre looking for a good introduction to project management that you can build on later this is a good place to start	3
very confusing stuff need better clarification in course description and the way the material is transmitted to the student need to be reconsideredbut very well made and interesting	1
fantastic course learnt allot	3
this course really need examples in final assignment	2
the course content is not up to date the course software tools updated  years ago and the second part of the course does not cover in the same depth the topics it aims to cover	2
great as an introduction for many things but unfortunately it is not possible to keep on developing the themes presented on the lectures because there is no access to the sources used without a functional bibliography for the course the full potential for learning of those enroled is tragically cut	2
good materials	4
the course gives practice in python but programming assignments were loaded with busy work that added little value and often had only loose ties to the material discussed in class while this forces more independent learning it also makes it so that this course isnt really much better than free online tutorials i found myself learning almost everything for the programming assignments from the pandas package documentation and from google searches that led to stackoverflow for an instructor from the university of michigan whose bio says i work with colleagues to design tools to better the teaching and learning experience in higher education i was expecting a lot more value for the time spent in this class i suspect that this course is being used to provide data for furthering his own research its often more difficult to maximize value to customers when personal incentives may not be perfectly aligned with customer student objectives	1
too much talking in a lot of these course offerings i have add and i cannot take excessive talking	0
meat we need more meat where is the beefrecommendation one question what should a medium to small business do after a iot hack walk this through as an exercise this question can be part of a whole program exercise	3
